route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,peak_offpeak
2,7852,9463133,Grand Central,9600,1,,3,1,0
2,7852,9463134,Grand Central,9602,1,,3,1,0
2,7852,9463135,Southeast,9605,0,,14,1,0
2,7852,9463136,Grand Central,9606,1,,3,1,0
2,7852,9463137,Southeast,9607,0,,14,1,0
2,7852,9463138,Grand Central,9610,1,,3,1,0
2,7852,9463139,Southeast,9611,0,,14,1,0
2,7852,9463140,Grand Central,9614,1,,3,1,0
2,7852,9463141,Southeast,9615,0,,14,1,0
2,7852,9463142,Grand Central,9616,1,,3,1,0
2,7852,9463143,Grand Central,9618,1,,3,1,0
2,7852,9463144,Southeast,9619,0,,14,1,0
2,7852,9463145,Grand Central,9620,1,,3,1,0
2,7852,9463146,Grand Central,9622,1,,3,1,0
2,7852,9463147,Southeast,9623,0,,14,1,0
2,7852,9463148,Grand Central,9624,1,,3,1,0
2,7852,9463149,Grand Central,9626,1,,3,1,0
2,7852,9463150,Southeast,9627,0,,14,1,0
2,7852,9463151,Grand Central,9628,1,,3,1,0
2,7852,9463152,Grand Central,9630,1,,3,1,0
2,7852,9463153,Southeast,9631,0,,14,1,0
2,7852,9463154,Grand Central,9634,1,,3,1,0
2,7852,9463155,Southeast,9635,0,,14,1,0
2,7852,9463156,Grand Central,9638,1,,3,1,0
2,7852,9463157,Southeast,9639,0,,14,1,0
2,7852,9463158,Grand Central,9642,1,,3,1,0
2,7852,9463159,Southeast,9643,0,,14,1,0
2,7852,9463160,Southeast,9645,0,,14,1,0
2,7852,9463161,Grand Central,9646,1,,3,1,0
2,7852,9463162,Southeast,9647,0,,14,1,0
2,7852,9463163,Southeast,9649,0,,14,1,0
2,7852,9463164,Grand Central,9650,1,,3,1,0
2,7852,9463165,Southeast,9651,0,,14,1,0
2,7852,9463166,Southeast,9653,0,,14,1,0
2,7852,9463167,Grand Central,9654,1,,3,1,0
2,7852,9463168,Southeast,9655,0,,14,1,0
2,7852,9463169,Southeast,9657,0,,14,1,0
2,7852,9463170,Grand Central,9658,1,,3,1,0
2,7852,9463171,Southeast,9659,0,,14,1,0
2,7852,9463172,Grand Central,9662,1,,3,1,0
2,7852,9463173,Southeast,9663,0,,14,1,0
2,7852,9463174,Grand Central,9666,1,,3,1,0
2,7852,9463175,Southeast,9667,0,,14,1,0
2,7852,9463176,Grand Central,9670,1,,3,1,0
2,7852,9463177,Southeast,9671,0,,14,1,0
2,7852,9463178,Grand Central,9674,1,,3,1,0
2,7852,9463179,Southeast,9695,0,,14,1,0
2,7852,9463180,Southeast,9697,0,,14,1,0
2,7852,9463181,Grand Central,9698,1,,3,1,0
2,7852,9463182,Southeast,9699,0,,14,1,0
2,7852,9463184,Wassaic,9907,0,,14,1,0
2,7852,9463185,Southeast,9910,1,,3,1,0
2,7852,9463186,Wassaic,9915,0,,14,1,0
2,7852,9463187,Southeast,9918,1,,3,1,0
2,7852,9463188,Wassaic,9923,0,,14,1,0
2,7852,9463189,Southeast,9926,1,,3,1,0
2,7852,9463190,Wassaic,9931,0,,14,1,0
2,7852,9463191,Southeast,9934,1,,3,1,0
2,7852,9463192,Wassaic,9939,0,,14,1,0
2,7852,9463193,Southeast,9942,1,,3,1,0
2,7852,9463194,Wassaic,9947,0,,14,1,0
2,7852,9463195,Southeast,9950,1,,3,1,0
2,7852,9463196,Wassaic,9955,0,,14,1,0
2,7852,9463197,Southeast,9958,1,,3,1,0
2,7852,9463198,Wassaic,9963,0,,14,1,0
2,7852,9463199,Southeast,9966,1,,3,1,0
2,7852,9463200,Southeast,9974,1,,3,1,0
2,7852,9463201,Dover Plains,9995,0,,14,1,0
3,7853,9463322,Grand Central,1211,1,,5,1,1
3,7853,9463323,Grand Central,1221,1,,5,1,1
3,7853,9463324,Grand Central,1225,1,,5,1,1
3,7853,9463325,Grand Central,1229,1,,5,1,1
3,7853,9463326,Grand Central,1231,1,,5,1,1
3,7853,9463327,Grand Central,1233,1,,5,1,1
3,7853,9463328,Grand Central,1237,1,,5,1,1
3,7853,9463329,Grand Central,1239,1,,5,1,0
3,7853,9463330,Grand Central,1241,1,,5,1,0
3,7853,9463331,Harrison,1244,0,,16,1,0
3,7853,9463332,Grand Central,1247,1,,5,1,0
3,7853,9463333,Harrison,1248,0,,16,1,1
3,7853,9463334,Harrison,1254,0,,16,1,1
3,7853,9463335,New Rochelle,1256,0,,16,1,1
3,7853,9463336,Harrison,1260,0,,16,1,1
3,7853,9463337,Harrison,1264,0,,16,1,1
3,7853,9463338,New Rochelle,1268,0,,16,1,1
3,7853,9463339,Harrison,1270,0,,16,1,1
3,7853,9463340,Harrison,1274,0,,16,1,1
3,7853,9463341,Grand Central,1275,1,,5,1,0
3,7853,9463342,Harrison,1278,0,,16,1,1
3,7853,9463343,Grand Central,1279,1,,5,1,0
3,7853,9463345,Grand Central,1299,1,,5,1,0
3,7853,9463346,Stamford,1300,0,,16,1,0
3,7853,9463347,Grand Central,1301,1,,5,1,0
3,7853,9463348,Stamford,1302,0,,16,1,0
3,7853,9463349,Grand Central,1303,1,,5,1,1
3,7853,9463350,Stamford,1304,0,,16,1,0
3,7853,9463351,Grand Central,1305,1,,5,1,1
3,7853,9463352,Stamford,1306,0,,16,1,0
3,7853,9463353,Grand Central,1307,1,,5,1,1
3,7853,9463354,Stamford,1308,0,,16,1,1
3,7853,9463355,Grand Central,1309,1,,5,1,1
3,7853,9463356,Stamford,1310,0,,16,1,1
3,7853,9463357,Grand Central,1311,1,,5,1,1
3,7853,9463358,Stamford,1312,0,,16,1,1
3,7853,9463359,Grand Central,1313,1,,5,1,1
3,7853,9463360,Stamford,1314,0,,16,1,1
3,7853,9463361,Grand Central,1315,1,,5,1,1
3,7853,9463362,Stamford,1316,0,,16,1,0
3,7853,9463363,Grand Central,1317,1,,5,1,1
3,7853,9463364,Stamford,1318,0,,16,1,0
3,7853,9463365,Stamford,1320,0,,16,1,0
3,7853,9463366,Grand Central,1321,1,,5,1,1
3,7853,9463367,Stamford,1322,0,,16,1,0
3,7853,9463368,Stamford,1324,0,,16,1,0
3,7853,9463369,Grand Central,1325,1,,5,1,1
3,7853,9463370,Stamford,1326,0,,16,1,0
3,7853,9463371,Grand Central,1327,1,,5,1,1
3,7853,9463372,Stamford,1328,0,,16,1,0
3,7853,9463373,Stamford,1330,0,,16,1,0
3,7853,9463374,Grand Central,1331,1,,5,1,1
3,7853,9463375,Stamford,1332,0,,16,1,0
3,7853,9463376,Grand Central,1333,1,,5,1,1
3,7853,9463377,Stamford,1334,0,,16,1,0
3,7853,9463378,Grand Central,1335,1,,5,1,1
3,7853,9463379,Stamford,1336,0,,16,1,0
3,7853,9463380,Stamford,1338,0,,16,1,0
3,7853,9463381,Grand Central,1339,1,,5,1,1
3,7853,9463382,Stamford,1340,0,,16,1,0
3,7853,9463383,Grand Central,1341,1,,5,1,0
3,7853,9463384,Stamford,1342,0,,16,1,0
3,7853,9463385,Stamford,1346,0,,16,1,1
3,7853,9463386,Grand Central,1347,1,,5,1,0
3,7853,9463387,Grand Central,1349,1,,5,1,0
3,7853,9463388,Grand Central,1351,1,,5,1,0
3,7853,9463389,Stamford,1352,0,,16,1,1
3,7853,9463390,Grand Central,1353,1,,5,1,0
3,7853,9463391,Grand Central,1355,1,,5,1,0
3,7853,9463392,Grand Central,1357,1,,5,1,0
3,7853,9463393,Stamford,1358,0,,16,1,1
3,7853,9463394,Grand Central,1359,1,,5,1,0
3,7853,9463395,Stamford,1360,0,,16,1,1
3,7853,9463396,Grand Central,1361,1,,5,1,0
3,7853,9463397,Old Greenwich,1362,0,,16,1,1
3,7853,9463398,Grand Central,1363,1,,5,1,0
3,7853,9463399,Grand Central,1365,1,,5,1,0
3,7853,9463400,Grand Central,1367,1,,5,1,0
3,7853,9463401,Stamford,1368,0,,16,1,1
3,7853,9463402,Grand Central,1369,1,,5,1,0
3,7853,9463404,Stamford,1370,0,,16,1,1
3,7853,9463405,Grand Central,1371,1,,5,1,0
3,7853,9463406,Grand Central,1373,1,,5,1,0
